Name,CountryCode,Population
Kioto,JPN,1461974.0
Kirov,RUS,466200.0
Kiryu,JPN,118326.0
Kiseljovsk,RUS,110000.0
Kishiwada,JPN,197276.0
Kisumu,KEN,192733.0
Kitakyushu,JPN,1016264.0
Kitami,JPN,111295.0
Kitchener,CAN,189959.0
Kitwe,ZMB,288600.0
Klagenfurt,AUT,91141.0
Klerksdorp,ZAF,261911.0
Knoxville,USA,173890.0
Kobe,JPN,1425139.0
Kofu,JPN,199753.0
Koganei,JPN,110969.0
Kokubunji,JPN,106996.0
Kolhapur,IND,406370.0
Kolwezi,COD,417810.0
Komaki,JPN,139827.0
Komatsu,JPN,107937.0
Komsomolsk-na-Amure,RUS,291600.0
Konan,JPN,95521.0
Korba,IND,124501.0
Koriyama,JPN,330335.0
Korla,CHN,159344.0
Korolev,RUS,132400.0
Koror,PLW,12000.0
Koshigaya,JPN,301446.0
Kostjantynivka,UKR,95000.0
Kota,IND,537371.0
Kota Bharu,MYS,219582.0
Koudougou,BFA,105000.0
Kowloon and New Kowloon,HKG,1987996.0
KoÅ¡ice,SVK,241874.0
Kragujevac,YUG,147305.0
KrakÃ³w,POL,738150.0
Kramatorsk,UKR,186000.0
Krasnyi LutÅ¡,UKR,101000.0
Krefeld,DEU,241769.0
Ksar el Kebir,MAR,107065.0
Kuala Lumpur,MYS,1297526.0
Kuching,MYS,148059.0
Kueishan,TWN,112195.0
Kukatpalle,IND,185378.0
Kumasi,GHA,385192.0
Kumbakonam,IND,139483.0
Kumo,NGA,148000.0
Kunming,CHN,1829500.0
Kupang,IDN,129300.0
Kurashiki,JPN,425103.0
Kure,JPN,206504.0
Kurnool,IND,236800.0
Kusatsu,JPN,106232.0
Kushiro,JPN,197608.0
Kuwait,KWT,28859.0
Kuwana,JPN,106121.0
Kwangmyong,KOR,350914.0
Kyongju,KOR,272968.0
Kyzyl,RUS,101100.0
KÃ¶kshetau,KAZ,123400.0
KÃ¸benhavn,DNK,495699.0
La Ceiba,HND,89200.0
La Matanza,ARG,1266461.0
La Paz,BOL,758141.0
La Rioja,ARG,138117.0
La Romana,DOM,140204.0
La Serena,CHL,137409.0
La Spezia,ITA,95504.0
Lagos,NGA,1518000.0
Lagos de Moreno,MEX,127949.0
Laizhou,CHN,198664.0
Lakewood,USA,144126.0
Lalbahadur Nagar,IND,155500.0
LambarÃ©,PRY,99681.0
Lancaster,USA,118718.0
Langfang,CHN,148105.0
Lanzhou,CHN,1565800.0
LanÃºs,ARG,469735.0
Laoag,PHL,94466.0
Laohekou,CHN,123366.0
Larisa,GRC,113090.0
Las Palmas de Gran Canaria,ESP,354757.0
Lashio (Lasho),MMR,107600.0
Latina,ITA,114099.0
Latur,IND,197408.0
Lauro de Freitas,BRA,109236.0
Le Mans,FRA,146105.0
Le-Cap-HaÃ¯tien,HTI,102233.0
Lecce,ITA,98208.0
Leeds,GBR,424194.0
LeganÃ©s,ESP,173163.0
Legazpi,PHL,157010.0
Legnica,POL,109335.0
Leicester,GBR,294000.0
Leipzig,DEU,489532.0
Leiyang,CHN,130115.0
Lengshuijiang,CHN,137994.0
Lerdo,MEX,112272.0
Lerma,MEX,99714.0
Les Abymes,GLP,62947.0
Leshan,CHN,341128.0
LeÃ³n,ESP,139809.0
Lhasa,CHN,120000.0
Lhokseumawe,IDN,109600.0
Liangcheng,CHN,156307.0
Lianyuan,CHN,118858.0
Lianyungang,CHN,354139.0
Liaoyang,CHN,492559.0
Liaoyuan,CHN,354141.0
Liepaja,LVA,89439.0
Ligao,PHL,90603.0
Likasi,COD,299118.0
Lille,FRA,184657.0
Lincoln,USA,225581.0
Linfen,CHN,187309.0
Linhares,BRA,106278.0
LinkÃ¶ping,SWE,133168.0
Linqing,CHN,123958.0
Linyi,CHN,324720.0
Lipa,PHL,218447.0
Lipetsk,RUS,521000.0
LiuÂ´an,CHN,144248.0
Liverpool,GBR,461000.0
Livonia,USA,100545.0
Livorno,ITA,161673.0
Lleida (LÃ©rida),ESP,112207.0
Lobito,AGO,130000.0
LomÃ©,TGO,375000.0
London,CAN,339917.0
London,GBR,7285000.0
Long Beach,USA,461522.0
Longjing,CHN,139417.0
Longyan,CHN,134481.0
Longyearbyen,SJM,1438.0
Los Angeles,CHL,158215.0
Los Cabos,MEX,105199.0
Loudi,CHN,128418.0
Lowell,USA,105167.0
Luanda,AGO,2022000.0
Luanshya,ZMB,118100.0
Lubao,PHL,125699.0
Lubbock,USA,199564.0
Lucknow,IND,1619115.0
Ludwigshafen am Rhein,DEU,163771.0
Lund,SWE,98948.0
Luohe,CHN,126438.0
Luoyang,CHN,760000.0
Luton,GBR,183000.0
Luxor,EGY,360503.0
Luzhou,CHN,262892.0
LuziÃ¢nia,BRA,125597.0
LÃ¡zaro CÃ¡rdenas,MEX,170878.0
Maastricht,NLD,122087.0
Mabalacat,PHL,171045.0
Macao,MAC,437500.0
MacapÃ¡,BRA,256033.0
MacaÃ©,BRA,125597.0
Machakos,KEN,116293.0
Machala,ECU,210368.0
Machilipatnam (Masulipatam),IND,159110.0
Macon,USA,113336.0
Macuspana,MEX,133795.0
Madison,USA,208054.0
Madrid,ESP,2879052.0
Maebashi,JPN,284473.0
Magelang,IDN,123800.0
MagÃ©,BRA,196147.0
Mahbubnagar,IND,116833.0
Maidstone,GBR,90878.0
Maizuru,JPN,94784.0
Majalaya,IDN,93200.0
Makati,PHL,444867.0
Makurdi,NGA,123100.0
Malabo,GNQ,40000.0
Malabon,PHL,338855.0
Malang,IDN,716862.0
Malasiqui,PHL,113190.0
Malatya,TUR,330312.0
Malaybalay,PHL,123672.0
Malayer,IRN,144373.0
Malita,PHL,100000.0
Mallawi,EGY,119283.0
Malungon,PHL,93232.0
Malvinas Argentinas,ARG,290335.0
Managua,NIC,959000.0
Manaus,BRA,1255049.0
Manchester,GBR,430000.0
Mandaluyong,PHL,278474.0
Mandasor,IND,95758.0
Mandaue,PHL,259728.0
Mandya,IND,120265.0
Mango,IND,110024.0
Manta,ECU,164739.0
Manzhouli,CHN,120023.0
Maoming,CHN,178683.0
Mar del Plata,ARG,512880.0
MarabÃ¡,BRA,167795.0
MaracanaÃº,BRA,162022.0
Maragheh,IRN,132318.0
Marawi,PHL,131090.0
Marbella,ESP,101144.0
Maribor,SVN,115532.0
Marikina,PHL,391170.0
MaringÃ¡,BRA,286461.0
Markham,CAN,189098.0
Maroua,CMR,143000.0
Marseille,FRA,798430.0
MartÃ­nez de la Torre,MEX,118815.0
Marv Dasht,IRN,103579.0
MarÃ­lia,BRA,188691.0
Masaya,NIC,88971.0
Mashhad,IRN,1887405.0
Masqat,OMN,51969.0
Matadi,COD,172730.0
Mataram,IDN,306600.0
MatarÃ³,ESP,104095.0
Mathura,IND,226691.0
Matola,MOZ,424662.0
Matsubara,JPN,135010.0
Matsumoto,JPN,206801.0
Matsusaka,JPN,123582.0
Matsuyama,JPN,466133.0
Maunath Bhanjan,IND,136697.0
MauÃ¡,BRA,375055.0
Maxixe,MOZ,93985.0
MayagÃ¼ez,PRI,98434.0
Mazar-e-Sharif,AFG,127800.0
Mbuji-Mayi,COD,806475.0
Mdantsane,ZAF,182639.0
Medan,IDN,1843919.0
MedellÃ­n,COL,1861265.0
Meerut,IND,753778.0
Meerut Cantonment,IND,94876.0
Meihekou,CHN,209038.0
Meixian,CHN,132156.0
Mekele,ETH,96938.0
Mekka,SAU,965700.0
Melbourne,AUS,2865329.0
Melipilla,CHL,91056.0
Mendoza,ARG,123027.0
Mersin (IÃ§el),TUR,587212.0
Meru,KEN,94947.0
Messina,ITA,259156.0
Metairie,USA,149428.0
Metepec,MEX,194265.0
Mianyang,CHN,262947.0
Miaoli,TWN,90000.0
Midnapore (Medinipur),IND,125498.0
Midsayap,PHL,105760.0
Milagro,ECU,124177.0
Milano,ITA,1300977.0
Mingora,PAK,174500.0
MingÃ¤Ã§evir,AZE,93900.0
Minoo,JPN,127026.0
Miraj,IND,125407.0
Miryang,KOR,121501.0
Mirzapur-cum-Vindhyachal,IND,169336.0
Mishan,CHN,132744.0
Mishima,JPN,109699.0
Misrata,LBY,121669.0
Mit Ghamr,EGY,101801.0
Mito,JPN,246559.0
Miyakonojo,JPN,133183.0
Mobara,JPN,91664.0
Modena,ITA,176022.0
Modinagar,IND,101660.0
Moers,DEU,106837.0
Moga,IND,108304.0
Moji das Cruzes,BRA,339194.0
Moji-GuaÃ§u,BRA,123782.0
Mojokerto,IDN,96626.0
Monaco-Ville,MCO,1234.0
Monrovia,LBR,850000.0
Mons,BEL,90935.0
MonterÃ­a,COL,248245.0
MontrÃ©al,CAN,1016376.0
Monza,ITA,119516.0
Morena,IND,147124.0
Moriguchi,JPN,155941.0
Morioka,JPN,287353.0
Morogoro,TZA,117800.0
Morvi,IND,90357.0
MossorÃ³,BRA,214901.0
Mostaganem,DZA,115212.0
Mosul,IRQ,879000.0
Mount Darwin,ZWE,164362.0
Mumbai (Bombay),IND,10500000.0
Munich [MÃ¼nchen],DEU,1194560.0
Murwara (Katni),IND,163431.0
Musashino,JPN,134426.0
Muzaffargarh,PAK,121600.0
Muzaffarnagar,IND,240609.0
Mwene-Ditu,COD,137459.0
Myingyan,MMR,103600.0
Mykolajiv,UKR,508000.0
Mymensingh,BGD,188713.0
MytiÅ¡tÅ¡i,RUS,155700.0
MÃ¡laga,ESP,530553.0
MÃ¼lheim an der Ruhr,DEU,173895.0
MÃ¼nster,DEU,264670.0
Nablus,PSE,100231.0
Nadiad,IND,167051.0
Naga,PHL,137810.0
Nagano,JPN,361391.0
Nagaoka,JPN,192407.0
Nagar Coil,IND,190084.0
Nagoya,JPN,2154376.0
Naha,JPN,299851.0
Nairobi,KEN,2290000.0
Najafabad,IRN,178498.0
Najran,SAU,91000.0
Nakhon Ratchasima,THA,181400.0
Nakuru,KEN,163927.0
Namangan,UZB,370500.0
Namibe,AGO,118200.0
Nampo,PRK,566200.0
Namur,BEL,105419.0
Namwon,KOR,103544.0
Namyangju,KOR,229060.0
Nanchang,CHN,1691600.0
Nanchong,CHN,180273.0
Nanded (Nander),IND,275083.0
Nanking [Nanjing],CHN,2870300.0
Nanning,CHN,1161800.0
Nantes,FRA,270251.0
Naogaon,BGD,101266.0
Naperville,USA,128358.0
Nara,JPN,362812.0
Narayanganj,BGD,202134.0
Nashik (Nasik),IND,656925.0
Nassau,BHS,172000.0
Nasugbu,PHL,96113.0
Navadwip,IND,125037.0
Navolato,MEX,145396.0
Navotas,PHL,230403.0
Navsari,IND,126089.0
Nawabganj,BGD,130577.0
Nazret,ETH,127842.0
Neijiang,CHN,256012.0
Neiva,COL,300052.0
Nellore,IND,316606.0
Nepean,CAN,115100.0
Netanya,ISR,154900.0
NeuquÃ©n,ARG,167296.0
New Bombay,IND,307297.0
Newcastle,AUS,270324.0
Newport,GBR,139000.0
Neyveli,IND,118080.0
Nigel,ZAF,96734.0
Niigata,JPN,497464.0
Niiza,JPN,147744.0
Nijmegen,NLD,152463.0
NilÃ³polis,BRA,153383.0
Ningbo,CHN,1371200.0
Nishinomiya,JPN,397618.0
Nishio,JPN,100032.0
NiterÃ³i,BRA,459884.0
Nizamabad,IND,241034.0
Niznevartovsk,RUS,233900.0
NiÅ¡,YUG,175391.0
Noda,JPN,121030.0
Noida,IND,146514.0
North Barrackpur,IND,100513.0
North Dum Dum,IND,149965.0
North Shore,NZL,187700.0
North York,CAN,622632.0
Norwalk,USA,103298.0
Norwich,GBR,124000.0
Nottingham,GBR,287000.0
NoumÃ©a,NCL,76293.0
NouÃ¢dhibou,MRT,97600.0
Nova Friburgo,BRA,170697.0
Nova IguaÃ§u,BRA,862225.0
Novi Sad,YUG,179626.0
Novo Hamburgo,BRA,239940.0
Novomoskovsk,RUS,138100.0
Novopolotsk,BLR,106000.0
NovotÅ¡erkassk,RUS,184400.0
Numazu,JPN,211382.0
Nuuk,GRL,13445.0
Nyeri,KEN,91258.0
Oakland,USA,399484.0
Oakville,CAN,139192.0
Oaxaca de JuÃ¡rez,MEX,256848.0
Oberhausen,DEU,222349.0
Obihiro,JPN,173685.0
Ocumare del Tuy,VEN,97168.0
Odesa,UKR,1011000.0
Odessa,USA,89293.0
Offenbach am Main,DEU,116627.0
Ogaki,JPN,151758.0
Oita,JPN,433401.0
Okayama,JPN,624269.0
Okinawa,JPN,117748.0
Oldbury/Smethwick (Warley),GBR,145542.0
Olinda,BRA,354732.0
Olmalik,UZB,114900.0
Olomouc,CZE,102702.0
Olongapo,PHL,194260.0
Omdurman,SDN,1271403.0
Omuta,JPN,142889.0
Ongole,IND,100836.0
Onitsha,NGA,371900.0
Onomichi,JPN,93756.0
Opole,POL,129553.0
Oradea,ROM,222239.0
Orai,IND,98640.0
Oral,KAZ,195500.0
Oran,DZA,609823.0
Oruro,BOL,223553.0
Osaka,JPN,2595674.0
Osasco,BRA,659604.0
Osh,KGZ,222700.0
Osijek,HRV,104761.0
Oslo,NOR,508726.0
Osorno,CHL,141468.0
Ota,JPN,145317.0
Otaru,JPN,155784.0
OthÃ³n P. Blanco (Chetumal),MEX,208014.0
Ottawa,CAN,335277.0
Oujda,MAR,365382.0
Oulu,FIN,120753.0
Ourense (Orense),ESP,109120.0
Ourinhos,BRA,96291.0
Ovalle,CHL,94854.0
Oviedo,ESP,200453.0
Oxford,GBR,144000.0
Oyama,JPN,152820.0
Ozamis,PHL,110420.0
Paarl,ZAF,105768.0
Pabna,BGD,103277.0
Padang,IDN,534474.0
Padang Sidempuan,IDN,91200.0
Padova,ITA,211391.0
Palayankottai,IND,97662.0
Palembang,IDN,1222764.0
Palermo,ITA,683794.0
Palghat (Palakkad),IND,123289.0
Pallavaram,IND,111866.0
Palma de Mallorca,ESP,326993.0
Palmas,BRA,121919.0
Pamplona [IruÃ±a],ESP,180483.0
Panabo,PHL,133950.0
Pangkal Pinang,IDN,124000.0
Panihati,IND,275990.0
Panipat,IND,215218.0
Panjin,CHN,362773.0
Panzhihua,CHN,415466.0
Parakou,BEN,103577.0
ParanaguÃ¡,BRA,126076.0
ParanÃ¡,ARG,207041.0
ParaÃ±aque,PHL,449811.0
Parbhani,IND,190255.0
Parma,ITA,168717.0
Parnamirim,BRA,96210.0
ParnaÃ­ba,BRA,129756.0
Pasay,PHL,354908.0
Pasig,PHL,505058.0
Passos,BRA,98570.0
Pasto,COL,332396.0
Pasuruan,IDN,134019.0
Patan,IND,96109.0
Patiala,IND,238368.0
Patna,IND,917243.0
Patos,BRA,90519.0
Patos de Minas,BRA,119262.0
Paulista,BRA,248473.0
Pavlodar,KAZ,300500.0
Pegu (Bago),MMR,190900.0
Pekalongan,IDN,301504.0
Pekan Baru,IDN,438638.0
Peking,CHN,7472000.0
Pemalang,IDN,103500.0
Pematang Siantar,IDN,203056.0
Percut Sei Tuan,IDN,129000.0
Pereira,COL,381725.0
Peristerion,GRC,137288.0
Perth,AUS,1096829.0
Pesaro,ITA,88987.0
Pescara,ITA,115698.0
Petah Tiqwa,ISR,159400.0
Petropavl,KAZ,203500.0
PetrÃ³polis,BRA,279183.0
Phnom Penh,KHM,570155.0
Phoenix,USA,1321045.0
Phyongsong,PRK,272934.0
Piacenza,ITA,98384.0
Piatra Neamt,ROM,125070.0
Pietermaritzburg,ZAF,370190.0
Pilar,ARG,113428.0
Pilibhit,IND,106605.0
Pinar del RÃ­o,CUB,142100.0
Pindamonhangaba,BRA,121904.0
Pinetown,ZAF,378810.0
Pingchen,TWN,188344.0
Pingdingshan,CHN,410775.0
Pingdu,CHN,150123.0
Pingliang,CHN,99265.0
Pingxiang,CHN,425579.0
Pingyi,CHN,89373.0
Pinhais,BRA,98198.0
Piracicaba,BRA,319104.0
Pisa,ITA,92379.0
Piura,PER,325000.0
Plovdiv,BGR,342584.0
Podgorica,YUG,135000.0
Pointe-Noire,COG,500000.0
Pondicherry,IND,203065.0
Pondok Aren,IDN,92700.0
Pondokgede,IDN,263200.0
Ponta Grossa,BRA,268013.0
Pontianak,IDN,409632.0
Poole,GBR,141000.0
PopayÃ¡n,COL,200719.0
Porbandar,IND,116671.0
Port Elizabeth,ZAF,752319.0
Port Harcourt,NGA,410000.0
Port Moresby,PNG,247000.0
Port Sudan,SDN,308195.0
Port-au-Prince,HTI,884472.0
Port-of-Spain,TTO,43396.0
Portmore,JAM,99799.0
Porto Alegre,BRA,1314032.0
Porto Velho,BRA,309750.0
Porto-Novo,BEN,194000.0
Portsmouth,GBR,190000.0
Posadas,ARG,201273.0
Potchefstroom,ZAF,101817.0
Potsdam,DEU,128983.0
Pouso Alegre,BRA,100028.0
PoÃ§os de Caldas,BRA,129683.0
Praha,CZE,1181126.0
Praia,CPV,94800.0
Pretoria,ZAF,658630.0
Prizren,YUG,92303.0
Probolinggo,IDN,120770.0
Pueblo,USA,102121.0
Puente Alto,CHL,386236.0
Puerto Montt,CHL,152194.0
Puerto Princesa,PHL,161912.0
Puerto Vallarta,MEX,183741.0
Pune,IND,1566651.0
Puno,PER,101578.0
Punta Arenas,CHL,125631.0
Puqi,CHN,117264.0
Puri,IND,125199.0
Purnea (Purnia),IND,114912.0
Purulia,IND,92574.0
Purwakarta,IDN,95900.0
Pusan,KOR,3804522.0
Putian,CHN,91030.0
Puyang,CHN,175988.0
Pyongyang,PRK,2484000.0
PÃ¡nuco,MEX,90551.0
Qaemshahr,IRN,143286.0
Qandahar,AFG,237500.0
Qarchak,IRN,142690.0
Qashqar,CHN,174570.0
Qazvin,IRN,291117.0
Qianjiang,CHN,205504.0
Qidong,CHN,126872.0
Qina,EGY,171275.0
Qingyuan,CHN,164641.0
Qinhuangdao,CHN,364972.0
Qiqihar,CHN,1070000.0
Qitaihe,CHN,214957.0
Qom,IRN,777677.0
Qomsheh,IRN,89800.0
Qostanay,KAZ,221400.0
Quanzhou,CHN,185154.0
Queimados,BRA,115020.0
Quetzaltenango,GTM,90801.0
Quevedo,ECU,129631.0
Quezon,PHL,2173831.0
Quilmes,ARG,559249.0
Qutubullapur,IND,105380.0
Quzhou,CHN,112373.0
QuÃ©bec,CAN,167264.0
Qyzylorda,KAZ,157400.0
Rae Bareli,IND,129904.0
Rafsanjan,IRN,98300.0
Rahim Yar Khan,PAK,228479.0
Raiganj,IND,151045.0
Raigarh,IND,89166.0
Raipur,IND,438639.0
Raj Nandgaon,IND,125371.0
Rajahmundry,IND,324851.0
Rajapalaiyam,IND,114202.0
Raleigh,USA,276093.0
Ramagundam,IND,214384.0
Ramat Gan,ISR,126900.0
Rampur,IND,243742.0
Ranchi,IND,599306.0
Randburg,ZAF,341288.0
Randfontein,ZAF,120838.0
Rangpur,BGD,191398.0
Rasht,IRN,417748.0
Raurkela Civil Township,IND,140408.0
Ravenna,ITA,138418.0
Rawalpindi,PAK,1406214.0
Reading,GBR,148000.0
Reggio di Calabria,ITA,179617.0
Reggio nellÂ´ Emilia,ITA,143664.0
Rehovot,ISR,90300.0
Renqiu,CHN,114256.0
Resistencia,ARG,229212.0
Rewa,IND,128981.0
ReykjavÃ­k,ISL,109184.0
Reynosa,MEX,419776.0
RibeirÃ£o Pires,BRA,108121.0
RibeirÃ£o das Neves,BRA,232685.0
Richmond,CAN,148867.0
Richmond Hill,CAN,116428.0
Rimini,ITA,131062.0
Rio Verde,BRA,107755.0
Rio de Janeiro,BRA,5598953.0
Rishon Le Ziyyon,ISR,188200.0
Rishra,IND,102649.0
Rizhao,CHN,185048.0
Road Town,VGB,8000.0
Roanoke,USA,93357.0
Rochdale,GBR,94313.0
Roma,ITA,2643581.0
RondonÃ³polis,BRA,155115.0
Roodepoort,ZAF,279340.0
Rosario,ARG,907718.0
Roseau,DMA,16243.0
Rotherham,GBR,121380.0
Roubaix,FRA,96984.0
Roxas,PHL,126352.0
Ruda Slaska,POL,159665.0
Rudnyy,KAZ,109500.0
RuiÂ´an,CHN,156468.0
Ruse,BGR,166467.0
Rustavi,GEO,155400.0
RÃ­o Cuarto,ARG,134355.0
RÃ­obamba,ECU,123163.0
Saanich,CAN,101388.0
SaarbrÃ¼cken,DEU,183836.0
Sabadell,ESP,184859.0
Saga,JPN,170034.0
Sagamihara,JPN,586300.0
Sagar,IND,195346.0
Saharanpur,IND,374945.0
Saidpur,BGD,96777.0
Saint Catharines,CAN,136216.0
Saint George,BMU,1800.0
Saint JohnÂ´s,ATG,24000.0
Saint-Denis,REU,131480.0
Saint-Louis,SEN,132400.0
Sakai,JPN,797735.0
Sakarya (Adapazari),TUR,190641.0
Sakata,JPN,101651.0
Sakura,JPN,168072.0
Salala,OMN,131813.0
Salamanca,MEX,226864.0
Salatiga,IDN,103000.0
Salem,IND,366712.0
Salem,USA,136924.0
Salt Lake City,USA,181743.0
Salta,ARG,367550.0
Salvador,BRA,2302832.0
Salvatierra,MEX,94322.0
Salzburg,AUT,144247.0
Samarinda,IDN,399175.0
Sambalpur,IND,131138.0
Sambhal,IND,150869.0
San AndrÃ©s Tuxtla,MEX,142251.0
San Bernardo,CHL,241910.0
San Carlos,PHL,142262.33333333334
San Felipe,MEX,95305.0
San Felipe de Puerto Plata,DOM,89423.0
San Fernando,ARG,153036.0
San Fernando,PHL,181932.0
San Fernando del Valle de Cata,ARG,134935.0
San Francisco,USA,776733.0
San Francisco del RincÃ³n,MEX,100149.0
San Isidro,ARG,306341.0
San Jose,PHL,109172.33333333333
San Juan,PRI,434374.0
San Marino,SMR,2294.0
San Mateo,PHL,135603.0
San Miguel,ARG,248700.0
San Miguel,SLV,127696.0
San Miguel de TucumÃ¡n,ARG,470809.0
San NicolÃ¡s de los Arroyos,ARG,119302.0
San Pablo,PHL,207927.0
San Pedro,PHL,231403.0
San Pedro Garza GarcÃ­a,MEX,126147.0
San Pedro de MacorÃ­s,DOM,124735.0
San Pedro de la Paz,CHL,91684.0
San Rafael,ARG,94651.0
San Salvador,SLV,415346.0
San Salvador de Jujuy,ARG,178748.0
Sanaa,YEM,503600.0
Sanda,JPN,105643.0
Sanmenxia,CHN,120523.0
Santa Ana,SLV,139389.0
Santa BÃ¡rbara dÂ´Oeste,BRA,171657.0
Santa Coloma de Gramenet,ESP,120802.0
Santa Cruz,PHL,92694.0
Santa Cruz de Tenerife,ESP,213050.0
Santa Cruz de la Sierra,BOL,935361.0
Santa Cruz do Sul,BRA,106734.0
Santa FÃ©,ARG,353063.0
Santa Luzia,BRA,164704.0
Santa Maria,PHL,144282.0
Santa Marta,COL,359147.0
Santa Rita,BRA,113135.0
Santa Rosa,PHL,185633.0
Santana do Livramento,BRA,91779.0
SantarÃ©m,BRA,241771.0
Santiago,PHL,110531.0
Santiago de Chile,CHL,4703954.0
Santiago de los Caballeros,DOM,365463.0
Santipur,IND,109956.0
Santo Domingo de los Colorados,ECU,202111.0
Santos,BRA,408748.0
Sanya,CHN,102820.0
Sapucaia do Sul,BRA,120217.0
Saqqez,IRN,115394.0
Sarajevo,BIH,360000.0
Saratov,RUS,874000.0
Sargodha,PAK,455360.0
Sari,IRN,195882.0
Sariaya,PHL,114568.0
Sariwon,PRK,254146.0
Sasaram,IND,98220.0
Sasebo,JPN,244240.0
Saskatoon,CAN,193647.0
Sassari,ITA,120803.0
Satara,IND,95133.0
Savannakhet,LAO,96652.0
Saveh,IRN,111245.0
Sayama,JPN,162472.0
Scarborough,CAN,594501.0
Secunderabad,IND,167461.0
Sekondi-Takoradi,GHA,103653.0
Semarang,IDN,1104405.0
Semey,KAZ,269600.0
Semnan,IRN,91045.0
Seoul,KOR,9981619.0
Serampore,IND,137028.0
Serang,IDN,122400.0
Serekunda,GMB,102600.0
SertÃ£ozinho,BRA,98140.0
Sete Lagoas,BRA,182984.0
Seto,JPN,130470.0
Sevilla,ESP,701927.0
Sfax,TUN,257800.0
Shahrud,IRN,104765.0
Shaki,NGA,174500.0
Shambajinagar (Aurangabad),IND,573272.0
Shanghai,CHN,9696300.0
Shangzi,CHN,215373.0
Shantou,CHN,580000.0
Shanwei,CHN,107847.0
Shaoguan,CHN,350043.0
Shaowu,CHN,90286.0
Shaoyang,CHN,247227.0
Shashi,CHN,281352.0
Shenzhen,CHN,950500.0
Shibin al-Kawm,EGY,159909.0
Shihezi,CHN,299676.0
Shikarpur,PAK,133300.0
Shillong,IND,131719.0
Shimizu,JPN,239123.0
Shimoga,IND,179258.0
Shimonoseki,JPN,257263.0
Shiraz,IRN,1053025.0
Shishou,CHN,104571.0
Shivapuri,IND,108277.0
Shuangyashan,CHN,386081.0
Shubra al-Khayma,EGY,870716.0
Shulin,TWN,151260.0
Shymkent,KAZ,360100.0
Sikar,IND,148272.0
Silang,PHL,156137.0
Silay,PHL,107722.0
Siliguri (Shiliguri),IND,216950.0
Simferopol,UKR,339000.0
Sinuiju,PRK,326011.0
Siping,CHN,317223.0
Sirajganj,BGD,99669.0
Sirjan,IRN,135024.0
Sitapur,IND,121842.0
Sittwe (Akyab),MMR,137600.0
Sivas,TUR,246642.0
Skikda,DZA,128747.0
Sliven,BGR,105530.0
Slovjansk,UKR,127000.0
Slupsk,POL,102370.0
Smolensk,RUS,353400.0
Sobral,BRA,146005.0
Sofija,BGR,1122302.0
Sogamoso,COL,107728.0
Soka,JPN,222768.0
Sokoto,NGA,204900.0
Solapur (Sholapur),IND,604215.0
Soledad de Graciano SÃ¡nchez,MEX,179956.0
Songnam,KOR,869094.0
Sorocaba,BRA,466823.0
Sorsogon,PHL,92512.0
Soshanguve,ZAF,242727.0
Sousse,TUN,145900.0
South Bend,USA,107789.0
South Dum Dum,IND,232811.0
South Hill,AIA,961.0
Southampton,GBR,216000.0
Soyapango,SLV,129800.0
Spokane,USA,195629.0
Springfield,USA,152082.0
Springs,ZAF,162072.0
St Petersburg,RUS,4694000.0
Stanley,FLK,1636.0
Stara Zagora,BGR,147939.0
Stockport,GBR,132813.0
Stoke-on-Trent,GBR,252000.0
Sucre,BOL,178426.0
Sudbury,CAN,92686.0
Suez,EGY,417610.0
Suihua,CHN,227881.0
Suizhou,CHN,142302.0
Sukabumi,IDN,125766.0
Sukkur,PAK,329176.0
Sultan Kudarat,PHL,94861.0
SumarÃ©,BRA,186205.0
Sunderland,GBR,183310.0
Sunrise Manor,USA,95362.0
Suqian,CHN,105021.0
Surabaya,IDN,2663820.0
Surendranagar,IND,105973.0
Surgut,RUS,274900.0
Surigao,PHL,118534.0
Surrey,CAN,304477.0
Sutton Coldfield,GBR,106001.0
Suva,FJI,77366.0
Suzano,BRA,195434.0
Suzhou,CHN,151862.0
Suzuka,JPN,184061.0
Swansea,GBR,230000.0
Swindon,GBR,180000.0
Sydney,AUS,3276207.0
Szeged,HUN,158158.0
SÃ£o Bernardo do Campo,BRA,723132.0
SÃ£o Caetano do Sul,BRA,133321.0
SÃ£o Carlos,BRA,187122.0
SÃ£o JosÃ© do Rio Preto,BRA,351944.0
SÃ£o JoÃ£o de Meriti,BRA,440052.0
SÃ£o LuÃ­s,BRA,837588.0
SÃ£o Vicente,BRA,286848.0
SÃ©tif,DZA,179055.0
Tabaco,PHL,107166.0
TaboÃ£o da Serra,BRA,197550.0
Tabriz,IRN,1191043.0
Tachikawa,JPN,159430.0
Tacloban,PHL,178639.0
Taejon,KOR,1425835.0
Tafuna,ASM,5200.0
Taguig,PHL,467375.0
Tagum,PHL,179531.0
Tainan,TWN,728060.0
Taiyuan,CHN,1968400.0
Taizhou,CHN,152442.0
Taizz,YEM,317600.0
Tajimi,JPN,103171.0
Takamatsu,JPN,332471.0
Takaoka,JPN,174380.0
Takasago,JPN,97632.0
Takasaki,JPN,239124.0
Takatsuki,JPN,361747.0
Talavera,PHL,97329.0
Talca,CHL,187557.0
Talcahuano,CHL,277752.0
Talkha,EGY,97700.0
Tallinn,EST,403981.0
Tama,JPN,146712.0
Tamale,GHA,151069.0
Tampere,FIN,195468.0
Tampico,MEX,294789.0
Tanauan,PHL,117539.0
Tando Adam,PAK,103400.0
Tangail,BGD,106004.0
