Name,CountryCode,Population
Tanger,MAR,521735.0
Tanjung Pinang,IDN,89900.0
Tanza,PHL,110517.0
Taonan,CHN,150168.0
Taranto,ITA,208214.0
Taraz,KAZ,330100.0
Tarija,BOL,125255.0
Tarragona,ESP,113016.0
Tasikmalaya,IDN,179800.0
TatuÃ­,BRA,93897.0
TaubatÃ©,BRA,229130.0
Taytay,PHL,198183.0
Tbilisi,GEO,1235200.0
TecÃ¡mac,MEX,172410.0
Tegucigalpa,HND,813900.0
Teheran,IRN,6758845.0
Teixeira de Freitas,BRA,108441.0
Tel Aviv-Jaffa,ISR,348100.0
Temapache,MEX,102824.0
Temuco,CHL,233041.0
Tenali,IND,143726.0
Teresina,BRA,691942.0
TeresÃ³polis,BRA,128079.0
Ternopil,UKR,236000.0
Terrassa,ESP,168695.0
Tete,MOZ,101984.0
Thiruvananthapuram (Trivandrum,IND,524006.0
ThiÃ¨s,SEN,248000.0
Thunder Bay,CAN,115913.0
Tianmen,CHN,186332.0
Tianshui,CHN,244974.0
Tiaret,DZA,100118.0
Tiefa,CHN,131807.0
Tieli,CHN,265683.0
Timkur,IND,138903.0
Tirupati,IND,174369.0
Tiruppur (Tirupper),IND,235661.0
Tiruvannamalai,IND,109196.0
Titagarh,IND,114085.0
Tlaquepaque,MEX,475472.0
Toda,JPN,103969.0
Tokai,JPN,99738.0
Tokorozawa,JPN,325809.0
Tokushima,JPN,269649.0
Toledo,BRA,99387.0
Toluca,MEX,665617.0
TonalÃ¡,MEX,336109.0
Tondabayashi,JPN,125094.0
Tong-yong,KOR,131717.0
Tongchuan,CHN,280657.0
Tongliao,CHN,255129.0
Torbat-e Heydariyeh,IRN,94600.0
Torino,ITA,903705.0
Torre del Greco,ITA,94505.0
TorrejÃ³n de Ardoz,ESP,92262.0
Tottori,JPN,147523.0
Townsville,AUS,109914.0
Toyama,JPN,325790.0
Toyohashi,JPN,360066.0
Toyonaka,JPN,396689.0
Toyota,JPN,346090.0
Trento,ITA,104906.0
Tres de Febrero,ARG,352311.0
Trieste,ITA,216459.0
Tsaotun,TWN,96800.0
Tshikapa,COD,180860.0
Tsu,JPN,164543.0
Tsukuba,JPN,160768.0
Tsuruoka,JPN,100713.0
Tsuyama,JPN,91170.0
Tucheng,TWN,224897.0
Tuguegarao,PHL,120645.0
Tulcea,ROM,96278.0
Tumen,CHN,91471.0
Tungi,BGD,168702.0
Tunja,COL,109740.0
Tuticorin,IND,199854.0
Tychy,POL,133178.0
TÃ¢rgoviste,ROM,98980.0
TÃ©bessa,DZA,112007.0
TÃ³rshavn,FRO,14542.0
TÅ¡erepovets,RUS,324400.0
TÅ¡erkasy,UKR,309000.0
TÅ¡ernivtsi,UKR,259000.0
Ube,JPN,175206.0
Uberaba,BRA,249225.0
UberlÃ¢ndia,BRA,487222.0
Ubon Ratchathani,THA,116300.0
Ueda,JPN,124217.0
Ufa,RUS,1091200.0
Ujjain,IND,362266.0
Ujung Pandang,IDN,1060257.0
Ulanhot,CHN,159538.0
Uluberia,IND,155172.0
Umlazi,ZAF,339233.0
Unnao,IND,107425.0
Urasoe,JPN,96002.0
Urawa,JPN,469675.0
Urayasu,JPN,127550.0
Uruguaiana,BRA,126305.0
Ust-Ilimsk,RUS,105200.0
Utrecht,NLD,234323.0
Utsunomiya,JPN,440353.0
Uvira,COD,115590.0
Vacoas-Phoenix,MUS,98464.0
Vadodara (Baroda),IND,1031346.0
Valdivia,CHL,133106.0
Valencia,ESP,739412.0
Valencia,PHL,147924.0
Valenzuela,PHL,485433.0
Valladolid,ESP,319998.0
Valledupar,COL,263247.0
Valparai,IND,106523.0
ValparaÃ­so,CHL,293800.0
Vanadzor,ARM,172700.0
Vancouver,CAN,514008.0
Vanderbijlpark,ZAF,468931.0
Varamin,IRN,107233.0
Varanasi (Benares),IND,929270.0
Varginha,BRA,108314.0
Varna,BGR,299801.0
Vaughan,CAN,147889.0
Velikije Luki,RUS,116300.0
Vellore,IND,175061.0
Venezia,ITA,277305.0
Vereeniging,ZAF,328535.0
ViamÃ£o,BRA,207557.0
Vicente LÃ³pez,ARG,288341.0
Vicenza,ITA,109738.0
Victoria,SYC,41000.0
Victoria de las Tunas,CUB,132350.0
Vidisha,IND,92917.0
Vigo,ESP,283670.0
Vihari,PAK,92300.0
Vila Velha,BRA,318758.0
Villa Nueva,GTM,101295.0
Villavicencio,COL,273140.0
Villeurbanne,FRA,124215.0
Vilnius,LTU,577969.0
Vinnytsja,UKR,391000.0
Viransehir,TUR,106400.0
Visalia,USA,91762.0
Vishakhapatnam,IND,752037.0
VitÃ³ria,BRA,270626.0
VitÃ³ria de Santo AntÃ£o,BRA,113595.0
Vladivostok,RUS,606200.0
Votorantim,BRA,91777.0
VÃ¡rzea Grande,BRA,214435.0
Wad Madani,SDN,211362.0
Wadi al-Sir,JOR,89104.0
Wafangdian,CHN,251733.0
Walsall,GBR,174739.0
Warangal,IND,447657.0
Wardha,IND,102985.0
Warri,NGA,126100.0
Watford,GBR,113080.0
Weihai,CHN,128888.0
Welkom,ZAF,203296.0
Weno,FSM,22000.0
West Island,CCK,167.0
Wien,AUT,1608144.0
Willemstad,ANT,2345.0
Winnipeg,CAN,618477.0
Witbank,ZAF,167183.0
Witten,DEU,103384.0
Woking/Byfleet,GBR,92000.0
Wolverhampton,GBR,242000.0
Wonderboom,ZAF,283289.0
Wonju,KOR,237460.0
Worcester,GBR,95000.0
Worthing,GBR,100000.0
Wuhan,CHN,4344600.0
Wuhu,CHN,425740.0
Wuppertal,DEU,368993.0
Wuwei,CHN,133101.0
Wuxi,CHN,830000.0
Wuzhou,CHN,210452.0
Xalapa,MEX,390058.0
Xiangtan,CHN,441968.0
Xianning,CHN,136811.0
Xiantao,CHN,222884.0
Xianyang,CHN,352125.0
Xiaogan,CHN,166280.0
Xiaoshan,CHN,162930.0
Xichang,CHN,134419.0
Xilin Hot,CHN,90646.0
Xingcheng,CHN,102384.0
Xining,CHN,700200.0
Xinxiang,CHN,473762.0
Xinyang,CHN,192509.0
Xinyu,CHN,173524.0
Xinzhou,CHN,98667.0
XiÂ´an,CHN,2761400.0
Xuchang,CHN,208815.0
Xuzhou,CHN,810000.0
Yaizu,JPN,117258.0
Yakeshi,CHN,377869.0
Yamagata,JPN,255617.0
Yamaguchi,JPN,138210.0
Yamato,JPN,208234.0
Yamoussoukro,CIV,130000.0
Yamuna Nagar,IND,144346.0
Yancheng,CHN,296831.0
Yangjiang,CHN,215196.0
Yangor,NRU,4050.0
Yangquan,CHN,362268.0
Yangsan,KOR,163351.0
Yangzhou,CHN,312892.0
Yanji,CHN,230892.0
Yantai,CHN,452127.0
YanÂ´an,CHN,113277.0
Yao,JPN,276421.0
YaoundÃ©,CMR,1372800.0
Yatsushiro,JPN,107661.0
YaÂ´an,CHN,95900.0
Yeotmal (Yavatmal),IND,108578.0
Yerevan,ARM,1248700.0
Yibin,CHN,241019.0
Yichang,CHN,371601.0
Yichun,CHN,800000.0
Yinchuan,CHN,544500.0
Yixing,CHN,200824.0
Yizheng,CHN,109268.0
Yokkaichi,JPN,288173.0
Yokosuka,JPN,430200.0
Yonago,JPN,136461.0
Yonezawa,JPN,95592.0
Yongchon,KOR,113511.0
YongÂ´an,CHN,111762.0
York,GBR,104425.0
Yosu,KOR,183596.0
Yueyang,CHN,302800.0
Yulin,CHN,144467.0
Yumen,CHN,109234.0
Yuncheng,CHN,108359.0
Yuyao,CHN,114065.0
Yuzhou,CHN,92889.0
Zaanstad,NLD,135621.0
Zabol,IRN,100887.0
Zabrze,POL,200177.0
Zagazig,EGY,267351.0
Zahedan,IRN,419518.0
Zama,JPN,122046.0
Zamboanga,PHL,601794.0
Zamora,MEX,161191.0
Zanjan,IRN,286295.0
Zanzibar,TZA,157634.0
Zaoyang,CHN,162198.0
Zapopan,MEX,1002239.0
Zenica,BIH,96027.0
Zhangjiagang,CHN,97994.0
Zhangjiakou,CHN,530000.0
Zhangjiang,CHN,400997.0
Zhangzhou,CHN,181424.0
Zhaodong,CHN,179976.0
Zhaoqing,CHN,194784.0
Zhengzhou,CHN,2107200.0
Zhezqazghan,KAZ,90000.0
Zhongshan,CHN,278829.0
Zhoukou,CHN,146288.0
Zhoushan,CHN,156317.0
Zhucheng,CHN,102134.0
Zhuhai,CHN,164747.0
Zhumadian,CHN,123232.0
Zhuzhou,CHN,409924.0
Zigong,CHN,393184.0
Zinacantepec,MEX,121715.0
Zixing,CHN,110048.0
Zoetermeer,NLD,110214.0
Zukovski,RUS,96500.0
Zunyi,CHN,261862.0
Zwolle,NLD,105819.0
ZÃ¼rich,CHE,336800.0
[San CristÃ³bal de] la Laguna,ESP,127945.0
al-Arish,EGY,100447.0
al-Ayn,ARE,225970.0
al-Diwaniya,IRQ,196519.0
al-Faiyum,EGY,260964.0
al-Fashir,SDN,141884.0
al-Hilla,IRQ,268834.0
al-Kharj,SAU,152100.0
al-Mahallat al-Kubra,EGY,395402.0
al-Manama,BHR,148000.0
al-Mansura,EGY,369621.0
al-Mubarraz,SAU,219100.0
al-Nasiriya,IRQ,265937.0
al-Qamishliya,SYR,144286.0
al-Ramadi,IRQ,192556.0
al-Raqqa,SYR,108020.0
al-Rusayfa,JOR,137247.0
al-Sulaymaniya,IRQ,364096.0
al-Taif,SAU,416100.0
al-Tuqba,SAU,125700.0
al-Zarqa,JOR,389815.0
Ãguas Lindas de GoiÃ¡s,BRA,89200.0
Ã‡orum,TUR,145495.0
Å ahty,RUS,221800.0
Å iauliai,LTU,146563.0
Å ostka,UKR,90000.0
Å umen,BGR,94686.0
